cap,via
20123,Sassi Giuseppe Antonio (Via)
20135,Sassoferrato (Via)
20157,Satta Sebastiano (Via)
20124,Sauro Nazario (Viale)
20122,Savare' Manlio e Gioacchino (Via)
20142,Savio San Domenico (Via)
20141,Savoia Giorgio (Via)
20125,Savoldo Gian Girolamo (Via)
20144,Savona (Via)
20149,Savonarola Fra' Gerolamo (Via)
20161,Sbarbaro Camillo (Via)
20134,Sbodio Gaetano (Via)
20121,Scala (Piazza della)
20146,Scalabrini Giovanni Battista (Largo)
20139,Scalarini Giuseppe (Via)
20123,Scaldasole (Via)
20158,Scalvini Giovita (Via)
20153,Scanini Alessandro (Via)
20148,Scarampo Lodovico (Viale)
20124,Scarlatti Domenico (Via) 
20145,Scarpa Antonio (Via)
20161,Scarsellini Angelo (Via)
20134,Scevola Muzio (Via)
20151,Scheibler Felice (Via)
20139,Scheiwiller Giovanni (Via)
20161,Scherillo Michele (Via)
20158,Schiaffino Simone (Via)
20125,Schiaparelli Giovanni (Via)
20158,Schiavone (Piazza)
20142,Schiavoni Giovanni (Cavalcavia)
20142,Schiavoni Giovanni (Via)
20143,Schievano Enrico (Via)
20121,Schiller Federico (Viale)
20122,Schuster Cardinale Ildelfonso (Largo)
20161,Scialoia Vittorio (Via)
20135,Sciesa Amatore detto Antonio (Via)
20129,Scipioni (Via degli)
20136,Scoglio Di Quarto (Via)
20151,Scolari Rosa (Piazza)
20139,Scrivia (Via)
20146,Scrosati Luigi (Via)
20123,Scuole Palatine (Passaggio)
20127,Scutari (Via)
20149,Sebastiano Del Piombo (Via)
20124,Sebenico (Via)
20123,Sebeto (Via)
20137,Sebino (Via)
20129,Secchi Angelo (Via)
20133,Secondo Bernardo Ugo (Via)
20143,Segantini Giovanni (Via)
20148,Segesta (Piazzale)
20147,Segneri Paolo (Via)
20159,Segrino (Piazzale)
20153,Seguro (Via)
20145,Sei Febbraio (Piazza)
20148,Selinunte (Piazzale)
20152,Sella Nuova (Via)
20121,Sella Quintino (Via)
20141,Selvanesco (Via)
20142,Selvanesco (Via)
20151,Sem Benelli (Via)
20128,Semeria Padre Giovanni (Via)
20145,Sempione (Corso)
20154,Sempione (Corso)
20149,Sempione (Corso)
20145,Sempione (Piazza)
20154,Sempione (Piazza)
20161,Semplicita' (Via)
20121,Senato (Via)
20135,Seneca (Via)
20161,Senigallia (Via)
20161,Senna (Via della)
20145,Senofonte (Via)
20149,Seprio (Via)
20144,Serao Matilde (Via)
20122,Serbelloni Gabrio (Via)
20124,Serchio (Via)
20156,Sercognani Giuseppe (Via)
20133,Sereni Vittorio (Largo)
20139,Serio (Via)
20139,Serlio Sebastiano (Via)
20125,Serrani Gaetano (Via)
20148,Serra Renato (Viale)
20149,Serra Renato (Viale)
20138,Serrati Menotti Giacinto (Via)
20156,Serretta Enrico (Via)
20157,Sertoli Enrico (Via)
20123,Servio Tullio (Via)
20127,Sesia Davide (Piazza)
20142,Sessa Giannino (Via)
20161,Sestini Bartolomeo (Via)
20148,Sesto Calende (Via)
20126,Sesto San Giovanni (Via)
20124,Settala Lodovico (Via)
20124,Settembrini Luigi (Via)
20144,Settimio Severo (Largo)
20153,Settimo Milanese (Via)
20146,Settimo Ruggiero (Via)
20147,Severoli Filippo (Via)
20136,Sforza Cardinale Ascanio (Via)
20141,Sforza Cardinale Ascanio (Via)
20122,Sforza Francesco (Via)
20152,Sgambati Giovanni (Via)
20121,Shakespeare Guglielmo (Viale)
20141,Sibari (Via)
20162,Sibelius Jan (Via)
20156,Siccoli Stefano (Via)
20146,Sicilia (Piazza)
20125,Siculo Diodoro (Via)
20162,Siderno (Via)
20129,Sidoli Giuditta (Via)
20146,Siena (Piazzale)
20133,Sighele (Via)
20135,Sigieri (Via) 
20122,Signora (Via della)
20154,Signorelli Luca (Via)
20149,Signorini Telemaco (Via)
20131,Sila (Via della)
20139,Sile (Via)
20135,Silio Italico (Via)
20153,Silla Lucio Cornelio (Via)
20157,Silone Ignazio (Via)
20152,Silva Alessandro (Via)
20153,Silva Alessandro (Via)
20149,Silva Guglielmo (Via)
20126,Silvestri Giovanni (Via)
20154,Simonetta (Strada della)
20157,Simoni Renato (Via)
20122,Siracusa (Via)
20131,Sire Raul (Piazza)
20148,Sironi Mario (Via)
20146,Sirte (Via)
20129,Sirtori Giuseppe (Via)
20133,Sismondi Gian Carlo (Via)
20132,Siusi (Via)
20125,Slataper Scipio (Via)
20133,Smareglia Antonio (Via)
20126,Smith Adamo (Via)
20135,Soave Francesco (Via)
20128,Socrate (Via)
20146,Soderini Luigi (Via)
20126,Soffredini Alfredo (Via)
20145,Sofocle (Via)
20144,Solari Andrea (Via)
20141,Solaroli Paolo (Via)
20154,Soldati Giacomo (Via)
20145,Solenghi Giuseppe (Via)
20121,Solera Mantegazza Laura (Via)
20121,Solferino (Via)
20126,Solone (Via)
20151,Somalia (Via)
20128,Somare' Enrico (Via)
20158,Sommacampagna (Via)
20123,Sommaruga Giuseppe (Via)
20123,Soncino (Via)
20124,Sondrio (Viale)
20155,Sonnino Sidney (Via)
20125,Sonzogno Raffaele (Via) 
20127,Soperga (Via)
20138,Sopranzi Fedele (Via)
20153,Sora (Via)
20148,Soranzo (Via dei)
20138,Sordello Luigi (Via)
20144,Soresina Giovanni Battista (Via)
20144,Sormani (Via dei)
20153,Sorrento (Via)
20129,Sottocorno Pasquale (Via)
20125,Soverato (Via)
20123,Spadari (Via)
20161,Spadini Armando (Via)
20152,Spagliardi Giovanni (Via)
20149,Spagnoletto (Via)
20124,Spalato (Via)
20129,Spallanzani Lazzaro (Via)
20135,Spartaco (Via)
20141,Spaventa Silvio (Via)
20162,Spellanzon Cesare (Via)
20154,Speri Tito (Via)
20123,Speronari (Via)
20142,Spezia (Via)
20121,Spiga (Via della)
20152,Spinazzola (Via)
20149,Spinola Ambrogio (Via)
20131,Spinoza Benedetto (Via)
20123,Spluga (Via)
20127,Spoleto (Via)
20131,Spontini Gaspare (Via)
20148,Sport (Piazzale dello)
20159,Spotorno (Piazza)
20136,Sraffa Angelo (Piazza)
20141,Stadera (Via)
20127,Stamira D'Ancona (Via)
20123,Stampa (Via)
20134,Staro (Via)
20121,Statuto (Via)
20131,Stazio Cecilio (Via)
20125,Stazione Centrale F.S. (Interno)
20144,Stazione Porta Genova (Piazzale)
20128,Stefanardo da Vimercate (Via)
20125,Stefini Evaristo (Viale)
20141,Steiner Albe (Largo)
20125,Stella Antonio Fortunato (Via)
20146,Stelline (Via delle)
20159,Stelvio (Viale)
20144,Stendhal Enrico (Via)
20157,Stephenson Giorgio (Via)
20153,Stigliano (Via)
20154,Stilicone (Via)
20129,Stoppani Antonio (Via)
20147,Storno (Via dello)
20153,Storo (Via)
20152,Stovani (Piazza)
20159,Strabone (Via) 
20129,Stradella Alessandro (Via)
20131,Stradivari Antonio (Via)
20133,Strambio Gaetano (Via)
20122,Strasburgo (Galleria Privata)
20148,Stratico Simone (Via)
20125,Stresa (Via)
20135,Strigelli Gaetano (Via)
20133,Strobel Pellegrino (Via)
20144,Stromboli (Via)
20146,Strozzi Piero (Via)
20148,Stuparich Carlo (Piazza)
20153,Stupinigi (Via privata)
20154,Sturzo Luigi (Viale)
20158,Subiaco (Via)
20139,Sulmona (Via)
20139,Sumatra (Piazza)
20133,Susa (Piazzale)
20162,Suzzani Giovanni (Viale)
20135,Svetonio (Via)
20143,Svevo Italo (Via)
20136,Tabacchi Odoardo (Via)
20161,Taccioli Giuseppe (Via)
20137,Tacito Cornelio (Via)
20153,Taddei Siro (Via)
20124,Tadino Alessandro (Via)
20152,Taeggi Calchi (Via dei)
20153,Taggia (Via)
20146,Tagiura (Via)
20139,Tagliamento (Via)
20161,Tago (Via del)
20133,Tajani Filippo (Via)
20128,Talete (Via)
20133,Tallone Cesare (Via)
20124,Tamagno Francesco (Via)
20123,Tamburini Pietro (Via)
20161,Tamigi (Via del)
20128,Tanaro (Via)
20136,Tantardini Antonio (Via)
20134,Tanzi Antonio (Via)
20159,Taormina (Via) 
20132,Tarabella Aldo (Via)
20124,Taramelli Torquato (Via)
20142,Taranto (Via)
20121,Tarchetti Iginio Ugo (Via)
20123,Tarquinio Prisco (Via)
20125,Tarra Giulio (Via)
20154,Tartaglia Nicolo' (Via)
20158,Tartini Giuseppe (Via)
20125,Tarvisio (Via)
20126,Tassoni Alessandro (Via)
20123,Tasso Torquato (Via)
20155,Tavazzano (Via)
20134,Taverna (Via)
20154,Tazzoli Enrico (Via)
20161,Teano (Via)
20158,Teglio (Via)
20132,Tel Aviv (Largo)
20145,Telesio Bernardino (Via)
20155,Tellini Enrico (Via)
20127,Temperanza (Via)
20149,Tempesta Pietro (Via)
20124,Tenca Carlo (Via)
20128,Teocrito (Via)
20149,Teodorico (Viale)
20131,Teodosio (Via)
20142,Teramo (Via)
20133,Terenzio (Via)
20127,Termopili (Via)
20153,Terni (Via)
20161,Terracina (Via)
20123,Terraggio (Via)
20148,Terragni Giuseppe (Via)
20162,Terruggia Giovanni (Via)
20137,Tertulliano (Via)
20139,Tertulliano (Via)
20148,Terzaghi Enrico (Via)
20151,Tesio Federico (Via)
20121,Tessa Delio (Via)
20159,Testi Fulvio (Viale)
20162,Testi Fulvio (Viale)
20125,Testi Fulvio (Viale)
20126,Testi Fulvio (Viale)
20136,Teullie' Pietro (Via)
20123,Tevere (Via)
20159,Thaon di Revel (Via)
20157,Thouar Pietro (Via)
20136,Tibaldi (Viale)
20151,Tibullo Albio (Via)
20123,Ticinese (Corso di Porta)
20143,Ticinese (Ripa di Porta) 
20153,Ticino (Via del)
20129,Tiepolo Gian Battista (Via)
20124,Timavo (Via)
20157,Tina Di Lorenzo (Via)
20145,Tintoretto (Via)
20135,Tiraboschi Gerolamo (Via)
20147,Tirana (Piazza)
20125,Tirano (Via)
20134,Tirone Marco Tullio (Via)
20141,Tirso (Via)
20137,Tito Imperatore (Piazza)
20137,Tito Livio (Via)
20136,Tito Lucrezio Caro (Piazza)
20121,Tivoli (Via)
20145,Tiziano (Via)
20143,Tobagi Walter (Via)
20146,Tobruk (Via)
20159,Toce (Via)
20127,Tofane (Via)
20153,Tofano Sergio (Via)
20139,Toffetti Vincenzo (Via)
20128,Togliatti Palmiro (Via)
20153,Togni Darix (Via)
20138,Toledo (Via)
20155,Tolentino (Via)
20132,Tolmezzo (Via)
20146,Tolstoi Leone (Via)
20123,Tommaseo Nicolo' (Piazza)
20121,Tommaso da Cazzaniga (Via)
20137,Tommei Ugo (Via)
20125,Tonale (Via)
20147,Tonezza (Via)
20136,Toniolo Giuseppe (Via)
20145,Tonoli Rita (Via)
20126,Torcello (Via)
20123,Torchio (Via del)
20158,Torelli Luigi (Viale)
20125,Torelli Viollier Eugenio (Via)
20123,Torino (Galleria)
20123,Torino (Via)
20151,Torrazza (Via)
20143,Torre Carlo (Via)
20124,Torriani Napo (Via)
20136,Torricelli Evangelista (Via)
20123,Torti Giovanni Battista (Via) 
20144,Tortona (Via)
20136,Toscana (Viale)
20132,Toscanelli Dal Pozzo Paolo (Via)
20122,Toscanini Arturo (Largo)
20138,Toscolano (Via)
20127,Toselli Pietro (Via)
20143,Tosi Arturo (Via)
20153,Tosi Cardinale (Via)
20143,Tosi Franco (Via)
20123,Toti Enrico (Via)
20148,Tracia (Via)
20149,Traiano Marco Ulpio (Via)
20149,Tranchedini Nicodemo (Via)
20138,Trani (Via)
20127,Transiti (Via dei)
20156,Trapani (Via)
20128,Trasimeno (Via)
20159,Trau' (Via)
20157,Traversi Antona (Via)
20145,Trebazio (Via)
20135,Trebbia (Via)
20142,Tre Castelli (Via)
20141,Treccani degli Alfieri Giovanni (Via)
20161,Trechi Sigismondo (Via)
20151,Trenno (Via)
20134,Trentacoste Domenico (Via)
20135,Trento (Piazza)
20159,Trescore (Via)
20121,Treves Claudio (Largo)
20132,Treves Emilio (Via)
20161,Trevi (Via)
20128,Treviglio (Via)
20127,Treviso (Via)
20144,Trezzo D'Adda (Via)
20156,Triboniano (Via)
20129,Tricolore (Piazza del)
20157,Tridentina (Via)
20146,Trieste (Via)
20157,Trilussa (Via)
20136,Trincea Delle Frasche (Via)
20146,Tripoli (Piazzale)
20123,Tristano Calco (Via)
20146,Trivulzio Antonio Tolomeo (Via)
20136,Troilo Ettore (Via)
20144,Troya Carlo (Viale)
20125,Trubetskoj Paolo (Via)
20146,Tuberose (Via delle)
20134,Tucidide (Via) 
20161,Tukory Luigi (Via)
20146,Tulipani (Via dei)
20123,Tullo Ostilio (Via)
20124,Tunisia (Viale)
20121,Turati Filippo (Via)
20153,Turbigo (Via)
20134,Turchia (Viale)
20137,Turchino (Via del)
20127,Turro (Via)
20129,Turroni Gerolamo (Via)
20149,Turr Stefano (Piazzale)
20158,Tuscolo (Via)
20129,Uberti Giulio (Via)
20148,Uccello Paolo (Via)
20138,Ucelli Di Nemi Guido (Via)
20132,Udine (Piazzale)
20125,Ugolini Giuseppe (Via)
20158,Ugoni Camillo (Via)
20145,Uguccione da Pisa (Via)
20152,Ulivi (Via degli)
20146,Ulpiano Domizio (Via)
20122,Umanitaria (Piazza)
20135,Umbria (Viale)
20138,Umiliati (Via degli)
20157,Ungaretti Giuseppe (Via)
20138,Ungheria (Viale)
20122,Unione (Galleria dell')
20122,Unione (Via dell')
20123,Urbano III (Via)
20161,Urbino (Via)
20151,Uruguay (Via)
20147,Usignolo (Via dell')
20125,Ussi Stefano (Via)
20133,Usuelli Celestino (Largo)
20148,Vacani Camillo (Via)
20141,Vaiano Valle (Via)
20122,Vaina Eugenio (Via)
20159,Valassina (Via)
20152,Val Badia (Via)
20147,Val Bavona (Via)
20147,Val Blenio (Via)
20137,Val Bogna (Via)
20147,Val Bregaglia (Via)
20125,Valbrona (Via)
20134,Val Caffaro (Via)
20128,Val Camonica (Via)
20152,Val Cannobina (Via) 
20155,Valcava (Via)
20152,Val Cavallina (Via)
20162,Val Cismon (Via)
20152,Valdagno (Via)
20162,Val daone (Via)
20152,Val devero (Via)
20161,Val di Bondo (Via)
20157,Val di Fassa (Via)
20128,Val di Fiemme (Via)
20162,Val di Ledro (Via)
20162,Val di Nievole (Via)
20152,Val di Noce (Via)
20128,Val di Non (Via)
20152,Val d'Intelvi (Via)
20141,Val di Sole (Via)
20132,Valdo Pietro (Via)
20162,Val d'ossola (Via)
20161,Valeggio (Via)
20144,Valenza (Via)
20143,Valery Paul (Via)
20157,Val Formazza (Via)
20162,Valfurva (Via)
20157,Val Lagarina (Via)
20141,Valla Lorenzo (Via)
20139,Vallarsa (Via)
20146,Val Lavizzana (Via)
20131,Vallazze (Via)
20152,Valle Antigorio (Via)
20152,Valle Antrona (Via)
20152,Valle Anzasca (Via)
20152,Valle Aurina (Via)
20152,Valle Isorno (Via)
20148,Val Leventina (Via)
20133,Vallisneri Antonio (Via)
20139,Val Maggia (Via)
20162,Val Maira (Via)
20157,Val Malenco (Via)
20148,Val Martello (Via)
20139,Val Mesolcina (Via)
20152,Val Morea (Via)
20153,Val Pantena (Via)
20144,Valparaiso (Via)
20139,Val Passiria (Via)
20153,Val Pellice (Via)
20123,Valpetrosa (Via)
20142,Valpolicella (Via)
20153,Val Poschiavina (Via)
20161,Val Sabbia (Via)
20157,Valsassina (Via) 
20152,Val Senales (Via)
20152,Valsesia (Via)
20142,Valsolda (Via)
20137,Val Strona (Via)
20139,Valsugana (Via)
20159,Valtellina (Via)
20127,Valtorta (Via)
20136,Valtorta Lodovico (Via)
20153,Valtravaglia (Via)
20157,Val Trompia (Via)
20125,Valussi Pacifico (Via)
20133,Valvassori Peroni Carlo (Via)
20149,Val Vigezzo (Via)
20134,Van Gogh Vincent (Viale)
20135,Vannucci Atto (Via)
20129,Vanvitelli Luigi (Via)
20133,Vanzetti Augusto (Via)
20132,Varallo (Via)
20127,Varanini Luigi (Via)
20149,Varazze (Via)
20158,Varchi Benedetto (Via)
20158,Vare' Giovanni Battista (Via)
20153,Varenna (Via)
20121,Varese (Via)
20156,Varesina (Via)
20149,Varrone Marco Terenzio (Via)
20137,Varsavia (Via)
20135,Vasari Giorgio (Via)
20125,Vassallo Arnaldo (Via)
20121,Vasto (Via)
20121,Vecchio Politecnico (Via del)
20149,Vegezio Flavio (Via)
20159,Veglia (Via)
20122,Velasca (Piazza)
20148,Velasquez Diego (Piazzale)
20133,Vela Vincenzo (Via)
20158,Velletri (Via)
20154,Venafro (Via)
20153,Venegoni Arioli (Via)
20121,Venezia (Corso)
20157,Venezia Giulia (Via)
20133,Venezian Giacomo (Via)
20139,Veneziano Domenico (Via)
20151,Venezuela (Via)
20148,Veniero Sebastiano (Via)
20127,Venini Giulio e Corrado (Via) 
20123,Venino (Piazza)
20137,Venosa (Via)
20143,Venosta Felice (Via)
20121,Venticinque Aprile (Piazza)
20124,Venticinque Aprile (Piazza)
20154,Venticinque Aprile (Piazza)
20129,Ventidue Marzo (Corso)
20135,Ventidue Marzo (Corso)
20137,Ventidue Marzo (Corso)
20144,Ventimiglia (Via)
20123,Ventiquattro Maggio (Piazza)
20136,Ventiquattro Maggio (Piazza)
20123,Venti Settembre (Via)
20134,Ventura Giovanni (Via)
20144,Vepra (Via)
20124,Veracini Francesco Maria (Via)
20155,Veratti Luigi (Via)
20139,Verbano (Via)
20144,Vercelli (Corso)
20145,Vercelli (Corso)
20152,Vercesi Don Ernesto (Via)
20121,Verdi Giuseppe (Via)
20144,Verga Andrea (Via)
20154,Verga Giovanni (Via)
20146,Vergani Marelli Rosa (Via)
20125,Vergani Orio (Via privata)
20161,Vergato (Via)
20158,Verita' Don Giovanni (Via)
20137,Verne Giulio (Via)
20135,Verona (Via)
20137,Veronese Guarino (Via)
20145,Veronese Paolo (Via)
20132,Verrazzano Giovanni (Via)
20121,Verri Pietro (Via)
20141,Verro Bernardino (Via)
20129,Verrocchio Andrea (Via)
20148,Versilia (Via)
20137,Vertoiba (Via)
20122,Verziere (Via)
20148,Vesio (Via)
20146,Vespri Siciliani (Via)
20124,Vespucci Amerigo (Via)
20144,Vesuvio (Piazza)
20123,Vetere (Via)
20123,Vetra (Piazza)
20122,Vettabbia (Via)
20144,Vetta d'Italia (Via)
20139,Vezza D'Oglio (Via)
20144,Viani Osvaldo Gnocchi (Via)
20135,Vicenza (Via) 
20123,Vico Gian Battista (Via)
20123,Victor Hugo (Via)
20127,Vida Gerolamo (Via)
20162,Vidali Giuseppe (Via)
20124,Vigano' Francesco (Via)
20144,Vigevano (Via)
20148,Vigliani Paolo Onorato (Viale)
20123,Vigna (Via)
20161,Vignati Cesare (Via)
20136,Vignola (Via)
20146,Vignoli Tito (Via)
20122,Vigoni Giuseppe (Via)
20151,Vigorelli Fratelli (Via)
20134,Villa Francesco (Via)
20125,Villa Mirabello (Via)
20131,Villani Giovanni (Via)
20156,Villapizzone (Piazza)
20156,Villapizzone (Via)
20145,Villasanta Alberto Riva (Via)
20143,Villoresi Eugenio (Via)
20126,Vimercati Ottaviano (Via)
20131,Viminale (Via)
20147,Viole (Via delle)
20133,Viotti Giovanni Battista (Via)
20126,Vipacco (Via)
20128,Vipiteno (Via)
20123,Virgilio (Piazza)
20151,Visconti Alex (Via)
20153,Visconti Bernabo' (Via)
20133,Visconti d'Aragona Alessandro (Via)
20122,Visconti Di Modrone Uberto (Via)
20121,Visconti Luchino (Via)
20151,Viscontini Matilde (Via)
20122,Visconti Venosta Emilio (Via)
20126,Viserba (Via)
20137,Vismara Gaspare (Via)
20122,Vitali Luigi (Via)
20152,Viterbo (Via)
20124,Vitruvio (Via)
20136,Vittadini Carlo (Via)
20157,Vittani Giovanni (Via)
20127,Vittorelli Jacopo (Via)
20138,Vittorini Elio (Via)
20122,Vittorio Emanuele II (Corso)
20121,Vittorio Emanuele II (Galleria)
20124,Vittorio Veneto (Viale)
20124,Vittor Pisani (Via) 
20152,Vittuone (Via)
20122,Vivaio (Via)
20124,Vivaldi Antonio (Via)
20141,Vivarini Fratelli (Via)
20124,Viviani Vincenzo (Via)
20161,Vochieri Andrea (Via)
20148,Vodice (Via)
20144,Voghera (Via)
20161,Volga (Via del)
20145,Volontari (Piazza dei)
20133,Volontari del Sangue (Largo)
20121,Volta Alessandro (Via)
20146,Volterra (Via)
20142,Voltri (Via)
20124,Volturno (Via)
20141,Volvinio (Via)
20159,Vulci (Largo)
20145,Wagner Riccardo (Piazza)
20146,Washington Giorgio (Via)
20125,Watteau Antonio (Via)
20143,Watt Giacomo (Via)
20131,Wildt Adolfo (Via)
20146,Winckelmann Giovanni Gioacchino (Via)
20123,Wittgens Fernanda (Via)
20141,Wolf Ferrari Ermanno (Via)
20125,Ximenes Ettore (Via)
20157,Zacconi Ermete (Via)
20138,Zama (Via)
20148,Zamagna Bernardo (Via)
20134,Zambaldi Silvio (Via)
20129,Zambeletti Lodovico (Via)
20161,Zambelli Giovanni (Via)
20156,Zamboni Luigi (Via)
20128,Zambrini Francesco (Via)
20136,Zamenhof Ludovico Lazzaro (Via)
20129,Zanardelli Giuseppe (Via)
20127,Zanardini Angelo (Via)
20145,Zandonai Riccardo (Largo)
20133,Zanella Giacomo (Via)
20133,Zanoia Giuseppe (Via)
20161,Zanoli Alessandro (Via)
20138,Zante (Via)
20153,Zanzottera Fratelli (Via)
20146,Zanzur (Via)
20147,Zappa Gino (Via)
20124,Zara (Viale)
20125,Zara (Viale)
20159,Zara (Viale) 
20124,Zarotto Antonio (Via)
20149,Zavattari Fratelli (Piazzale) 
20123,Zebedia (Via)
20123,Zecca Vecchia (Via)
20123,Zenale Bernardino (Via)
20147,Zendrini Bernardino (Via)
20124,Zezon Achille (Via)
20157,Zoagli Adele (Via)
20159,Zocchi Cesare (Via)
20153,Zoia Fratelli (Via) 
20152,Zoia Fratelli (Via)
20153,Zoja Luigi (Via)
20121,Zola Emilio (Viale)
20146,Zuara (Via)
20161,Zubiani Ausonio (Via)
20146,Zuccaro (Via degli)
20126,Zucchi Carlo (Via)
20125,Zuccoli Luciano (Via)
20143,Zumbini Bonaventura (Via)
20125,Zuretti Gianfranco (Via)
20147,Zurigo (Via)
